128,755,1648,711
917,334,13,669
430,1906,1538,1119
788,1595,1252,1244
517,834,875,1058
730,1640,1618,1824
1180,1007,469,1847
810,1228,230,1994
1487,356,1958,752
906,674,1621,1513
125,945,1834,1945
1507,1823,742,88
193,473,1734,41
232,967,1656,202
687,1807,1149,1065
558,1358,1331,849
359,191,1481,517
1145,157,51,430
169,1187,599,345
1927,1741,733,611
360,1705,1166,991
1162,956,1007,68
1576,1573,1131,979
1011,1359,673,1620
1959,551,1676,1870
1494,999,857,87
614,370,319,1913
739,237,8,1657
209,855,285,1748
869,819,858,283
1049,1424,1701,314
819,603,1212,1488
102,294,626,1302
950,1662,444,1052
1203,187,1204,1131
1899,443,1743,811
1565,1873,1115,1855
992,730,104,387
782,1482,669,1502
241,1515,1499,55
1656,739,1157,1456
1963,852,1231,683
1318,1038,1796,89
315,839,1173,27
874,251,1445,231
1420,1222,294,1357
413,63,1565,588
1453,232,1713,885
351,1467,346,1152
1325,954,845,289
1980,334,1072,1539
223,1306,21,1142
463,515,1569,802
114,271,1484,189
1223,827,1347,108
1120,253,467,1646
154,761,632,1679
453,753,1644,1771
2000,788,1675,436
1624,1987,1769,994
224,317,1862,1982
105,1083,973,62
819,580,619,1934
114,1786,1935,1673
234,1311,165,1234
1114,515,1341,922
1216,735,923,1898
442,1540,584,805
120,1857,1450,1773
273,227,1021,816
1087,1516,1813,1137
1535,807,1454,693
760,22,225,267
1698,627,1650,1873
1197,1134,1621,1154
248,284,309,401
1184,605,1568,103
207,563,752,653
508,843,666,1041
1270,745,1667,1304
1120,1030,688,1073
1673,906,1800,640
921,571,1545,1477
1134,1878,76,274
715,1650,561,1045
937,1541,1731,789
276,1134,1287,1232
1492,1027,817,518
1866,739,1226,272
1265,1385,71,1244
517,1276,490,965
1482,743,1550,1258
1361,1068,1754,1737
536,681,1361,1031
1672,996,530,898
1903,521,1129,1753
1668,1694,1599,445
1590,1364,1292,1206
1045,546,1574,1828
578,384,1148,1095
1486,1045,1443,480
902,299,1366,1572
330,1679,304,336
880,1737,184,1426
938,1572,172,1689
949,118,1444,682
1096,1810,1782,203
662,1785,1788,895
278,181,529,1489
884,1352,1342,883
1211,730,1045,600
1156,322,203,1913
131,1536,1761,113
1421,54,1564,824
1426,236,1988,453
77,1764,704,1894
1565,632,189,697
192,176,1981,1758
464,522,1202,1480
1573,166,1870,998
303,231,404,1264
701,965,934,385
206,883,677,104
217,1082,1872,403
745,1058,1619,776
654,1919,520,1319
123,1185,95,35
397,1281,1541,509
823,1487,437,1635
1643,1605,1358,34
937,625,1901,513
4,1913,266,878
565,97,910,283
240,1665,551,1256
405,921,1030,1954
748,80,126,21
384,9,1494,1401
45,52,80,477
205,917,375,67
1071,778,2,291
419,543,291,709
1272,1814,653,1427
1955,479,1628,506
1341,770,1514,402
330,1566,1196,1225
131,1433,1872,285
535,97,294,1646
105,1462,117,1057
832,1580,1192,663
1810,1842,1491,1444
1330,296,1109,891
587,24,152,1090
1599,692,144,1166
1316,1922,1173,1033
449,915,1253,273
708,130,696,433
765,885,485,1450
493,1155,1304,1226
19,569,980,1237
482,688,853,169
120,1271,682,142
1837,1805,1248,342
1382,1684,897,728
292,1170,1407,53
1668,779,1360,1663
278,1752,1303,1082
329,1007,1386,1287
128,835,1028,1868
1515,790,1441,1428
230,710,1969,462
1321,1211,900,692
1071,1982,259,1182
1709,1339,1427,1840
1781,873,493,638
1936,1015,1441,373
1689,559,1216,103
891,905,443,563
1652,150,1912,1654
13,492,1717,425
1137,406,303,1126
1678,90,1221,1212
1929,1597,1588,499
178,1800,216,1625
1832,1585,894,1229
495,1504,1654,357
1639,124,27,1074
388,405,273,1710
428,1856,4,208
1378,320,723,1263
143,1224,1191,1761
1706,1997,1284,1185
1797,956,1232,1069
1560,33,903,808
513,1420,1624,1788
1020,1330,443,774
1886,1792,1981,77
993,1981,167,1427
489,334,1402,1201
378,759,927,1815
1137,267,908,1950
729,87,1132,1689
1125,1596,591,1539
284,363,955,216
468,1924,1593,1769
1666,762,1285,1156
1211,1495,98,1604
1733,1080,708,1071
990,1697,1110,1612
668,973,623,229
592,717,1281,526
184,960,284,398
1609,1584,723,1532
143,1532,1934,697
786,962,1970,845
1591,1068,1181,1385
713,1363,1859,1715
816,770,353,791
1196,372,823,1145
1253,1244,997,237
1487,428,55,1464
1030,330,1017,1579
1302,1122,470,1282
218,1267,1753,661
1083,508,1407,818
299,1074,148,1978
1990,1314,721,1912
1443,1010,1129,1659
1622,555,1799,1066
411,1532,146,1310
1556,1045,1935,957
764,976,748,261
97,81,675,240
608,659,980,692
186,832,783,1108
605,1955,416,1689
1006,494,458,107
14,183,903,372
1244,1518,841,801
276,1637,1985,1922
1817,256,1379,1665
495,729,1977,1780
604,1923,187,1329
1557,173,1005,1089
861,636,1865,317
1291,902,815,575
760,402,597,968
723,294,756,1499
1619,720,1043,217
1451,812,915,1897
1218,1078,453,136
1213,587,36,858
909,1038,777,415
1647,1296,178,499
1782,1389,1095,1375
1102,1339,1371,176
1322,1816,391,1854
1796,199,50,1061
1529,186,599,747
266,76,169,1864
1364,283,922,537
22,1132,86,924
981,233,18,352
1444,1083,1447,772
1137,1698,869,1157
1314,131,1225,1006
396,630,1424,146
645,576,1719,905
815,1116,454,540
318,168,360,1294
1920,1507,909,749
1682,15,1247,1954
1983,1861,1857,399
421,594,572,1553
576,966,1837,1217
832,804,1766,1102
1845,1583,1011,106
841,413,501,1401
456,807,1092,302
1703,1475,212,273
1836,275,367,1529
682,1078,682,1810
1293,366,257,1005
1691,632,1025,1700
558,1165,1616,1688
1729,1633,680,1494
216,1971,633,979
323,773,1258,1454
397,1336,1196,1254
248,255,1540,1000
155,868,354,1372
1624,153,1206,917
198,1610,1854,599
523,1200,25,1358
1594,1920,1534,751
1167,645,1980,1411
668,22,293,1730
1302,1080,1026,1253
690,732,619,674
1801,481,1060,1967
1113,1348,658,1401
1034,951,221,626
446,15,1105,785
1492,311,1004,761
8,1393,1493,11
1577,249,763,394
142,147,1081,1111
764,1098,1576,997
333,1068,345,1353
1135,713,993,1616
1588,1167,987,644
1316,1621,1393,672
846,1905,760,916
261,288,1188,1635
1668,391,737,612
1209,550,1912,1848
954,34,131,1080
1411,389,804,162
325,1228,839,1674
1960,1265,1497,1387
1245,1908,164,1468
1496,243,1811,230
24,1874,57,997
167,684,1815,219
706,95,467,662
492,462,1016,645
852,1878,1074,859
1375,662,1546,460
1719,1396,1530,1562
307,1487,676,261
1451,964,318,561
393,1483,150,1820
871,1244,1528,1363
1787,1204,1816,1965
353,1493,570,681
1821,421,761,283
1568,636,70,24
822,1890,1231,497
1421,1673,1675,676
916,227,1054,311
85,1809,1003,1944
4,527,105,173
1371,1887,1510,46
1006,249,1714,1666
456,712,373,719
1431,857,961,1387
871,1283,1470,1888
1301,1827,1547,51
764,1127,553,1893
397,821,1271,1506
477,615,1745,1818
156,671,1647,1387
244,532,1058,162
358,404,1474,1750
1384,1170,1938,49
807,34,589,1466
917,1145,344,922
50,231,1060,924
525,1023,89,986
1207,1165,1877,1877
1207,1892,379,42
62,198,957,1597
1217,1071,1450,1007
1524,1736,876,1497
1362,1173,1176,246
1489,90,104,278
1310,1087,1618,980
895,1297,353,529
1824,799,89,354
887,303,1664,1383
186,1737,1918,1636
1391,1454,433,601
60,1545,1773,1678
1137,1602,1463,575
995,600,388,1879
1419,1301,182,812
1693,1480,586,1168
1529,1109,653,741
552,766,47,109
278,1788,418,1210
1679,393,1991,48
1684,524,751,511
1246,1335,1489,214
949,929,580,1999
386,1124,1939,1125
750,1183,1714,231
1495,54,324,107
241,1395,396,1676
210,131,540,1845
815,436,656,1949
886,1507,1789,1278
1400,645,877,1321
1608,943,498,1108
393,1017,1222,336
1904,572,447,1583
1022,1974,285,56
520,299,1972,326
1439,1532,284,512
1970,231,1648,118
1110,251,11,187
437,532,1056,23
1964,851,67,983
1179,1182,1887,1271
1296,1029,1705,1009
1841,626,692,697
684,1746,1511,697
281,1360,1758,1740
1914,1424,248,275
1749,776,291,1651
398,701,333,1417
1374,1080,344,1725
1974,1964,1347,1226
1608,1699,480,1211
509,1706,1200,68
772,1764,1069,1008
537,797,1279,4
633,1539,1368,924
1137,1121,790,1919
353,80,1433,1186
645,1197,1775,1389
425,1962,67,1074
186,1331,550,1405
380,1136,1550,840
28,151,1271,1564
1377,588,1709,705
1224,657,1942,642
1685,1885,886,1336
397,90,846,63
982,207,1645,1691
128,1180,566,470
1435,1720,1988,67
1320,681,442,1593
500,1619,1364,1665
786,1785,680,1388
884,346,1322,111
149,1919,646,1781
790,1168,443,1556
1214,354,1349,1779
53,1037,961,1066
1181,54,1201,1492
446,1646,1077,1804
1231,140,374,1399
1097,1589,102,322
1809,1445,978,1171
1748,1051,563,875
956,743,1462,1662
684,595,1263,1142
789,1994,1115,369
1062,1288,1089,1145
1845,994,1849,1542
772,800,1187,891
1302,505,256,1653
548,1809,1449,1869
1035,621,392,713
542,712,1889,829
823,1144,815,805
1969,781,857,777
1439,1041,271,1377
1157,117,1806,1494
1298,995,267,171
1821,469,388,868
1643,1690,1857,594
1029,1703,1326,1202
1804,1102,915,1183
544,103,635,1540
541,1685,698,653
683,1885,1204,1094
1277,683,540,1562
1718,1937,850,254
1873,489,1499,1805
254,1615,1476,923
1470,1115,1642,1228
260,547,906,1427
1124,722,1191,891
118,1411,1597,841
1175,273,1677,948
821,1569,564,915
170,384,1789,1986
225,649,288,79
68,66,1125,355
404,1805,1000,77
1013,976,101,1990
1586,897,589,1677
872,262,1286,494
742,618,1801,944
512,1686,739,536
1691,384,677,754
1503,448,1006,79
1943,232,727,977
1955,1178,1259,45
1337,620,1462,1693
680,1474,1664,1951
669,1685,287,1618
1264,1354,755,500
1428,1243,1701,1141
960,297,1832,1560
1271,1371,293,352
1451,1130,480,1092
1819,1750,35,1802
1411,70,1450,1996
814,1201,96,610
1203,580,1055,531
382,106,1921,1038
511,1135,1387,1307
1038,1243,134,1876
1799,195,917,336
172,192,1441,1907
234,249,346,377
437,1932,356,207
1520,551,1079,176
1230,468,408,1874
1119,1549,101,1637
1119,1729,1078,284
798,880,1837,784
891,223,594,95
367,1547,439,1254
1924,887,1026,1098
1217,158,361,1596
101,30,1410,1678
770,1243,1120,1196
1892,686,1878,334
492,512,869,1897
1201,1700,264,26
1408,98,1803,1
1905,1199,1123,1737
1292,969,982,345
1660,1907,1166,762
751,1037,266,215
811,1126,1958,1065
149,713,467,464
1453,249,1868,80
354,671,1878,805
341,124,218,1282
1447,940,1292,470
1943,397,356,915
1684,408,669,771
737,438,681,1029
1147,1982,446,1824
1635,741,1651,1004
1541,1307,281,1580
738,1148,375,1804
1271,1147,1007,1933
1990,964,1748,1435
693,1408,1415,172
1446,1404,1774,1047
1066,223,1417,331
1789,177,995,1790
711,1960,1120,1495
1302,272,40,1467
405,1205,23,965
1361,1337,926,725
290,393,922,81
496,1855,143,845
819,536,1484,1758
152,1748,888,1750
1331,1102,1593,1202
821,1432,1421,231
1518,1706,733,844
236,621,593,469
1060,1384,929,1126
1536,773,1414,970
1769,932,1003,1048
1511,1079,538,520
5,28,1632,1321
1791,500,1829,2
727,665,1366,22
1558,1720,275,1121
1825,728,99,90
497,47,349,762
1000,599,482,356
67,137,1806,579
338,1173,1196,1022
1210,1164,945,1684
1942,718,58,1957
1277,1111,1349,1123
228,79,1866,818
989,393,1143,824
434,1483,1253,585
1876,691,344,1843
1533,173,493,1772
1860,1517,1237,1525
547,1629,1980,804
1565,596,1626,1814
709,1609,1594,818
1184,1708,539,674
64,1186,1726,223
1827,1737,806,690
1164,1286,1153,1445
809,185,1008,1331
1,1346,675,808
694,627,370,689
982,1975,977,1983
1386,637,1093,1747
1124,234,250,1021
766,1803,552,742
1367,971,93,965
556,1046,1694,1645
575,1712,218,1663
99,1668,1605,624
600,1920,1699,1132
846,316,1503,259
1604,588,1799,433
1395,1552,1580,1915
1817,177,801,1217
1069,1750,1647,1981
1522,719,590,377
185,1253,422,1549
1844,1243,1082,1218
1911,1330,386,235
1750,1661,1179,1122
1142,904,1223,982
24,658,698,1340
710,1835,481,1323
238,789,1383,950
238,1208,58,1110
1667,1415,79,705
1815,960,40,1341
889,1949,1402,1083
1297,328,630,78
1064,895,410,1859
461,1548,477,42
295,373,668,1701
670,1472,1016,265
392,372,892,1857
1178,747,1982,1750
1158,1728,1100,1890
1188,1491,1935,1627
281,1111,1939,1479
1037,1598,1140,1337
358,1590,99,1237
1123,348,290,1323
1539,1039,1235,1371
1258,70,854,955
760,1028,1740,1202
1479,1506,1715,577
262,1793,1432,1279
1784,1216,181,808
848,685,239,1128
145,1407,335,1803
1495,1518,1393,1689
892,781,585,1833
1931,293,780,1410
1278,404,1803,1161
1474,1824,107,1655
1799,888,1938,1328
262,2,100,1858
328,1406,1355,14
101,1378,1147,753
1882,38,1675,1562
1584,61,1552,1555
752,186,1166,90
950,590,1202,1262
1368,128,1285,567
538,162,1863,1794
525,76,722,824
130,1031,103,320
1683,1277,814,1332
823,1303,513,583
73,1258,494,932
763,835,460,1555
1611,1990,188,1155
1233,47,669,1773
1582,898,900,1791
449,998,328,81
71,432,1223,1637
152,1106,1294,934
876,1922,1450,576
294,473,217,1573
1994,282,1322,762
382,1401,278,1647
416,1992,542,1252
106,1811,1899,922
791,1730,1543,227
409,488,726,1667
1481,1089,838,1655
124,1450,1321,1559
1034,1596,1601,458
825,444,1901,68
579,94,615,33
1081,980,99,1536
1958,1868,1225,1169
45,156,1345,1215
1461,205,878,1491
688,1290,391,574
722,1965,1823,1387
1003,1078,804,397
1808,1033,1636,216
1879,1952,834,1596
929,936,1091,480
1793,875,954,1877
1043,1034,1370,129
449,1504,1560,1666
1522,1743,1243,279
119,1150,1973,1042
425,1857,992,1650
516,1876,326,904
371,730,111,119
111,138,949,352
1436,451,271,771
842,1117,350,946
135,1629,1226,1096
1067,980,712,811
936,947,1035,1562
1820,1426,1559,1463
144,532,1938,1606
1075,437,1280,345
505,1201,1890,1562
1458,445,719,1017
934,1417,348,157
22,196,1024,853
914,1893,1036,742
1438,632,30,1877
997,933,1903,424
20,742,1531,1531
264,882,1838,1496
523,1122,670,430
999,1790,215,1379
1039,1261,409,1354
1261,1638,1079,215
975,1693,1812,1437
922,639,352,808
322,1285,448,19
1403,676,816,328
324,1934,1708,1921
1850,170,218,1652
1525,848,1090,1774
1832,568,164,1125
1368,1292,862,389
878,637,1881,816
838,678,98,1545
1346,260,1698,1996
791,310,929,663
1241,310,1933,1168
1770,1605,945,1768
916,200,62,1776
365,1195,216,1737
1465,790,580,735
1922,1438,1025,1747
823,1560,47,1823
459,1626,1900,1940
1438,406,1838,1200
263,287,80,1206
