721,1164,776,269
245,1911,1197,39
324,1364,66,679
378,1402,1814,1556
28,499,1325,275
200,406,362,857
1744,1154,1345,1915
959,350,331,1848
1606,1161,1065,1439
357,537,926,1352
98,852,1168,1086
798,1616,1339,1231
172,605,1602,913
36,414,1939,1865
1178,424,441,1213
960,883,333,1615
18,876,215,51
1138,1093,1302,1950
164,1754,1089,637
1333,26,862,826
1557,226,1789,1290
886,1818,1800,1229
291,1265,856,1305
1440,344,790,1921
1294,1089,1890,1957
1958,621,1558,1296
1025,1827,117,1054
279,1850,547,1651
557,73,365,1053
1572,706,696,394
373,172,1572,1954
1025,376,899,119
1662,697,1470,1726
777,1823,572,156
1362,1866,1720,648
229,1016,1205,817
57,285,154,214
1972,1618,1760,334
1826,1687,321,473
184,1361,945,1310
135,884,1809,1179
467,1862,510,1609
1360,1039,330,1003
1897,1783,854,160
751,1953,950,911
1584,1356,345,1420
1507,1508,1149,503
1813,1996,939,692
655,721,480,673
1747,1685,1957,1596
54,691,404,1274
1555,403,1048,33
329,712,875,1557
1257,1011,925,1326
1021,9,933,9
153,1130,406,1507
406,396,532,390
664,344,768,381
1960,1629,1140,820
1284,1014,1759,59
543,989,35,182
504,981,1783,1896
1067,1789,58,1487
1630,1403,1822,1128
1688,1482,1623,381
245,1147,853,291
1342,1958,1306,426
1580,971,398,232
1376,1435,705,1363
849,266,273,238
208,727,807,759
1325,425,405,1111
1887,110,1993,1290
1802,1405,275,231
1198,209,1436,1499
1789,1591,969,0
788,560,547,193
1832,321,1655,8
1319,101,1620,1765
831,1129,342,833
1701,1320,591,766
4,1857,1189,824
350,1259,306,696
934,994,885,1166
1592,1178,449,1979
807,79,888,486
1411,1783,1536,849
78,1120,930,1939
31,591,1570,872
737,1756,1887,1012
999,184,1945,79
1156,822,1533,1071
397,133,724,1952
573,53,1273,800
1020,983,1005,348
1290,1127,966,722
1060,24,1365,1118
361,1857,1519,311
1438,931,1566,1970
621,100,265,1219
1597,759,1290,421
385,1402,1138,614
1014,1117,1008,745
437,807,1236,1220
830,1709,610,1328
1002,1973,184,1228
482,1779,1356,98
1839,457,851,919
1410,979,1529,1749
975,982,467,1606
689,651,1589,881
642,1325,507,1303
976,1897,712,1013
1751,1311,1884,1453
1905,838,309,33
1894,1607,1362,1157
473,1489,1641,806
1893,457,443,1224
1130,424,35,1482
1184,680,889,266
552,574,131,248
108,381,1481,1569
1100,1189,1831,928
1340,1912,1720,1544
1221,1816,1079,1926
99,1977,1057,84
600,627,787,1050
1519,1083,1292,455
1023,924,159,574
1702,735,1460,687
1561,420,296,1708
1182,1415,309,1878
339,1109,1002,1711
1632,1924,241,1626
320,286,1111,976
454,1070,524,1910
1493,1467,1862,1809
1391,1548,947,1926
1666,680,562,743
1660,949,674,643
166,1317,163,1516
695,1630,588,620
1019,1215,932,387
76,913,32,1379
1940,1454,1735,140
100,1733,1401,1900
86,1103,447,1745
1266,1254,1326,892
751,1328,844,50
834,517,1782,420
